id,description,code,name,keywords,include,exclude,
01111,"Cultivo de cereales, excepto los de uso forrajero",01111,"Cultivo de cereales, excepto los de uso forrajero","Cultivo de cereales, excepto los de uso forrajero","Cultivo de cereales, excepto los de uso forrajero Se trata de cultivos cuyos granos se utilizan, principalmente, para la elaboración de harinas y productos destinados al consumo humano * El cultivo de cereales como: - arroz con cáscara, orgánico y arroz genéticamente modificado - cebada cervecera - trigo * El secado de arroz cuando se realiza en el establecimiento agropecuario. * La producción de semillas de cereales excepto los forrajeros cuando es una actividad complementaria al cultivo. ","No incluye * El cultivo de cereales destinados principalmente a la alimentación animal (subclase 01.112). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). * El secado de arroz cuando se realiza en el establecimiento industrial (subclase 10.612), o como un servicio realizado por terceros (subclase 01.619). * La elaboración de almidones de arroz (subclase 10.612). ",
01111,"Cultivo de cereales, excepto los de uso forrajero",01111,"Cultivo de cereales, excepto los de uso forrajero","Cultivo de cereales, excepto los de uso forrajero","Cultivo de cereales, excepto los de uso forrajero Se trata de cultivos cuyos granos se utilizan, principalmente, para la elaboración de harinas y productos destinados al consumo humano * El cultivo de cereales como: - arroz con cáscara, orgánico y arroz genéticamente modificado - cebada cervecera - trigo * El secado de arroz cuando se realiza en el establecimiento agropecuario. * La producción de semillas de cereales excepto los forrajeros cuando es una actividad complementaria al cultivo. ","No incluye * El cultivo de cereales destinados principalmente a la alimentación animal (subclase 01.112). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). * El secado de arroz cuando se realiza en el establecimiento industrial (subclase 10.612), o como un servicio realizado por terceros (subclase 01.619). * La elaboración de almidones de arroz (subclase 10.612). ",
01111,"Cultivo de cereales, excepto los de uso forrajero",01111,"Cultivo de cereales, excepto los de uso forrajero","Cultivo de cereales, excepto los de uso forrajero","Cultivo de cereales, excepto los de uso forrajero Se trata de cultivos cuyos granos se utilizan, principalmente, para la elaboración de harinas y productos destinados al consumo humano * El cultivo de cereales como: - arroz con cáscara, orgánico y arroz genéticamente modificado - cebada cervecera - trigo * El secado de arroz cuando se realiza en el establecimiento agropecuario. * La producción de semillas de cereales excepto los forrajeros cuando es una actividad complementaria al cultivo. ","No incluye * El cultivo de cereales destinados principalmente a la alimentación animal (subclase 01.112). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). * El secado de arroz cuando se realiza en el establecimiento industrial (subclase 10.612), o como un servicio realizado por terceros (subclase 01.619). * La elaboración de almidones de arroz (subclase 10.612). ",
01112,Cultivo de cereales de uso forrajero,01112,Cultivo de cereales de uso forrajero,Cultivo de cereales de uso forrajero,"Cultivo de cereales de uso forrajero. Incluye * El cultivo de cereales destinados a la alimentación animal ya sea en forma directa o elaborados en forma de fardos, rollos, etcétera, como por ejemplo: - alpiste - alforfón - avena - cebada forrajera - centeno - maíz - moha - mijo - sorgo granífero - sorgo negro * La producción de semillas de cereales forrajeros cuando es una actividad complementaria al cultivo. ",No incluye * El cultivo de cereales cuyos granos se destinan a la alimentación humana (subclase 01.111). * El cultivo de maíz dulce o choclo (subclase 01.133). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). * La fabricación de alimentos preparados para animales (subclase 10.800). ,
01112,Cultivo de cereales de uso forrajero,01112,Cultivo de cereales de uso forrajero,Cultivo de cereales de uso forrajero,"Cultivo de cereales de uso forrajero. Incluye * El cultivo de cereales destinados a la alimentación animal ya sea en forma directa o elaborados en forma de fardos, rollos, etcétera, como por ejemplo: - alpiste - alforfón - avena - cebada forrajera - centeno - maíz - moha - mijo - sorgo granífero - sorgo negro * La producción de semillas de cereales forrajeros cuando es una actividad complementaria al cultivo. ",No incluye * El cultivo de cereales cuyos granos se destinan a la alimentación humana (subclase 01.111). * El cultivo de maíz dulce o choclo (subclase 01.133). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). * La fabricación de alimentos preparados para animales (subclase 10.800). ,
01112,Cultivo de cereales de uso forrajero,01112,Cultivo de cereales de uso forrajero,Cultivo de cereales de uso forrajero,"Cultivo de cereales de uso forrajero. Incluye * El cultivo de cereales destinados a la alimentación animal ya sea en forma directa o elaborados en forma de fardos, rollos, etcétera, como por ejemplo: - alpiste - alforfón - avena - cebada forrajera - centeno - maíz - moha - mijo - sorgo granífero - sorgo negro * La producción de semillas de cereales forrajeros cuando es una actividad complementaria al cultivo. ",No incluye * El cultivo de cereales cuyos granos se destinan a la alimentación humana (subclase 01.111). * El cultivo de maíz dulce o choclo (subclase 01.133). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). * La fabricación de alimentos preparados para animales (subclase 10.800). ,
01113,Cultivo de pastos de uso forrajero,01113,Cultivo de pastos de uso forrajero,Cultivo de pastos de uso forrajero,"Cultivo de pastos de uso forrajero. Incluye * El cultivo de pastos destinados a la producción de forraje seco o húmedo para la alimentación de ganado, como por ejemplo: - alfalfa - melilotus - pasturas - raigras * La producción de fardos, rollos y otras formas de acondicionamiento de forrajes. ",No incluye * La producción de semillas certificadas (subclase 01.301). ,
01121,Cultivo de soja,01121,Cultivo de soja,Cultivo de soja,Cultivo de soja. Incluye * El cultivo de soja. * La producción de semillas de soja cuando es una actividad complementaria al cultivo. ,No incluye * El cultivo de otras oleaginosas (subclase 01.129). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). ,
01121,Cultivo de soja,01121,Cultivo de soja,Cultivo de soja,Cultivo de soja. Incluye * El cultivo de soja. * La producción de semillas de soja cuando es una actividad complementaria al cultivo. ,No incluye * El cultivo de otras oleaginosas (subclase 01.129). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). ,
01121,Cultivo de soja,01121,Cultivo de soja,Cultivo de soja,Cultivo de soja. Incluye * El cultivo de soja. * La producción de semillas de soja cuando es una actividad complementaria al cultivo. ,No incluye * El cultivo de otras oleaginosas (subclase 01.129). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). ,
01129,"Cultivo de oleaginosas n.c.p., excepto soja",01129,"Cultivo de oleaginosas n.c.p., excepto soja","Cultivo de oleaginosas n.c.p., excepto soja","Cultivo de oleaginosas n.c.p., excepto soja. Incluye * Los cultivos de oleaginosas para la producción de aceites como: - canola - cártamo - colza - girasol - joroba - linaza - lino oleaginoso - maní - mostaza - niger - ricino - semillas de algodón - sésamo o ajonjolí - tártago - tung oleaginoso * La producción de semillas de oleaginosas cuando es una actividad complementaria al cultivo. ",No incluye * El cultivo de lino textil y de algodón para la obtención de fibras (subclase 01.150). * El cultivo de olivo para su industrialización como aceite de oliva y/o conserva (subclase 01.260). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). * La elaboración de aceites de origen vegetal (clase 10.40). ,
01129,"Cultivo de oleaginosas n.c.p., excepto soja",01129,"Cultivo de oleaginosas n.c.p., excepto soja","Cultivo de oleaginosas n.c.p., excepto soja","Cultivo de oleaginosas n.c.p., excepto soja. Incluye * Los cultivos de oleaginosas para la producción de aceites como: - canola - cártamo - colza - girasol - joroba - linaza - lino oleaginoso - maní - mostaza - niger - ricino - semillas de algodón - sésamo o ajonjolí - tártago - tung oleaginoso * La producción de semillas de oleaginosas cuando es una actividad complementaria al cultivo. ",No incluye * El cultivo de lino textil y de algodón para la obtención de fibras (subclase 01.150). * El cultivo de olivo para su industrialización como aceite de oliva y/o conserva (subclase 01.260). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). * La elaboración de aceites de origen vegetal (clase 10.40). ,
01129,"Cultivo de oleaginosas n.c.p., excepto soja",01129,"Cultivo de oleaginosas n.c.p., excepto soja","Cultivo de oleaginosas n.c.p., excepto soja","Cultivo de oleaginosas n.c.p., excepto soja. Incluye * Los cultivos de oleaginosas para la producción de aceites como: - canola - cártamo - colza - girasol - joroba - linaza - lino oleaginoso - maní - mostaza - niger - ricino - semillas de algodón - sésamo o ajonjolí - tártago - tung oleaginoso * La producción de semillas de oleaginosas cuando es una actividad complementaria al cultivo. ",No incluye * El cultivo de lino textil y de algodón para la obtención de fibras (subclase 01.150). * El cultivo de olivo para su industrialización como aceite de oliva y/o conserva (subclase 01.260). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). * La elaboración de aceites de origen vegetal (clase 10.40). ,
01131,"Cultivo de papa, batata y mandioca",01131,"Cultivo de papa, batata y mandioca","Cultivo de papa, batata y mandioca","Cultivo de papa, batata y mandioca. Incluye * Los cultivos de: - batata - mandioca o yuca - papa * La producción de órganos de papa, batata y mandioca cuando es una actividad complementaria al cultivo. ",No incluye * El cultivo de ñame (subclase 01.132). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). ,
01131,"Cultivo de papa, batata y mandioca",01131,"Cultivo de papa, batata y mandioca","Cultivo de papa, batata y mandioca","Cultivo de papa, batata y mandioca. Incluye * Los cultivos de: - batata - mandioca o yuca - papa * La producción de órganos de papa, batata y mandioca cuando es una actividad complementaria al cultivo. ",No incluye * El cultivo de ñame (subclase 01.132). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). ,
01131,"Cultivo de papa, batata y mandioca",01131,"Cultivo de papa, batata y mandioca","Cultivo de papa, batata y mandioca","Cultivo de papa, batata y mandioca. Incluye * Los cultivos de: - batata - mandioca o yuca - papa * La producción de órganos de papa, batata y mandioca cuando es una actividad complementaria al cultivo. ",No incluye * El cultivo de ñame (subclase 01.132). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). ,
01132,"Cultivo de bulbos, brotes, raíces y hortalizas de fruto ",01132,"Cultivo de bulbos, brotes, raíces y hortalizas de fruto ","Cultivo de bulbos, brotes, raices y hortalizas de fruto ","Cultivo de bulbos, brotes, raíces y hortalizas de fruto. Incluye * El cultivo de bulbos como por ejemplo: - ajo - cebolla - cebolla de verdeo - echalote - puerro - otras hortalizas aliáceas * El cultivo de hortalizas de fruto, como por ejemplo: - ají - berenjena - calabaza - melón - morrón y/o pimiento - pepino - sandía - tomates - zapallo y zapallito * El cultivo de raíces y tubérculos como por ejemplo: - grelo - nabo - nabiza - ñame - rábano - radicha - remolacha no azucarera - zanahoria * La producción de semillas y plantas de bulbos, brotes, raíces y hortalizas de fruto cuando es una actividad complementaria al cultivo. ","No incluye * El cultivo de batata, mandioca o yuca y papa (subclase 01.131). * El cultivo de hortalizas de hoja (subclase 01.133). * El cultivo de trufas y hongos (subclase 01.133). * El cultivo de coles (subclase 01.133). * El cultivo de remolacha azucarera (subclase 01.259). * La producción de semillas y de otras formas de propagación de cultivo agrícolas certificadas para siembra (clase 01.30). ",
